roman_urdu,urdu
zayada dramas dekhnay se perhaz keren baaz dramaz sehat k lye muzzar hain,زیادہ ڈراماز دیکھنے سے پرہیز کریں بعض ڈراماز صحت کے لئے مضر ہوتے ہیں
ik ghar hi lia bara sa or is drama main sirf isi ghar main shooting hui kahin or to dekhaya nahi gya,ایک گھر ہی لیا بڑا سا اور اس ڈرامے میں صرف اسی گھر میں شوٹنگ ہوئی کہیں اور تو دکھایا نہیں گیا
wesay mujay pta hai ap ka ma be bus apko thora tang ker rehi thi,ویسے مجھے پتا ہے آپ کا میں بس آپ کو تھوڑا تنگ کر رہی تھی
her drama dekhti hain means acha bura jaisa bhi ho bus dekhana hai phir to qadoosi sahab ki bewa bhi dekhti hoon gi,ہر ڈرامے دیکھتی ہیں مینز اچھا برا جیسا بھی ہو بس دیکھنا ہے پھر تو قدوسی صاحب کی بیوہ بھی دیکھتی ہوں گی
un k zehan aik hi cheez per atak jaty hain aur usi bat ki umeed rakhna start ho jaty hain,ان کے ذہن ایک ہی چیز پر اٹک جاتے ہیں اور اسی بات کی امید رکھنا اسٹارٹ ہو جاتی ہیں
osay kehna ma yehin per hon jb dil keray to muj say baat ker lena,اسے کہنا ماں یہاں پر ہوں جب دل کرے تو مجھ سے بات کر لینا
main pahly hi keh rhi thi k bari sarkar ne marna hai,میں پہلے ہی کہہ رہی تھی کہ بڑی سرکار نے مرنا ہے
ajj kal pakistan main halaat khraab honay kay saath saath logoon ki zubanain bhi kharaab ho gayee hain,آج کل پاکستان میں حالات خراب ہونے کے ساتھ ساتھ لوگوں کی زبانیں بھی خراب ہو گئی ہیں
barri achi tarbiyat hoti hogi phir tu bacho ki bhi,بڑی اچھی تربیت ہوتی ہوگی پھر تو بچوں کی بھی
woh us ki aik ghalti ki waja say keh rahi hay k wo isay zindigi bhur maaf nahi karegi aur khula mang rahi hay ye,وہ اس کی ایک غلطی کی وجہ سے کہہ رہی ہے کہ وہ اسے زندگی بھر معاف نہیں کرے گی اور خلع مانگ رہی ہے یہ
nice yar keya drama hy zindagi k gham kam karny k ly ya drama bohat acha hy,نائس یار کیا ڈرامہ ہے زندگی کے غم کم کرنے کے لئے یہ ڈرامہ بہت اچھا ہے
lekin aaj mein dubara se is shaitani kaam per lanat bhejta hoon,لیکن آج میں دوبارہ سے اس شیطانی کام پر لعنت بھیجتا ہوں
kch khas nahi aya,کچھ خاص نہیں آیا
jis kisi ne b agar aisi pakeeza mohabbat ki hogi woh afzal k character se bakhoobi lutf andooz ho rha hoga,جس کسی نے بھی اگر ایسی پاکیزہ محبت کی ہوگی وہ افضل کے کریکٹر سے بخوبی لطف اندوز ہو رہا ہوگا
wo usi ki kwahish pura karne gaya tha bahir phir bhi koi kadar nahi ki rania ne,وہ اسی کی خواہش پورا کرنے گیا تھا باہر پھر بھی کوئی قدر نہیں کی رانیا نے
agar tumhare mashware pe drama bne to 2 qiston me khatam ho jae ga,اگر تمہارے مشورے پر ڈرامہ بنے تو دو قسطوں میں ختم ہو جائے گا
ab ki dafa koun sa title rakhwana pasand karo gay apne comment ka,اب کی دفعہ  کون سا ٹائٹل رکھوانا پسند کرو گے اپنے کمنٹ کا
khod ko pasand nahi hai to dosoron ko shut up kyoun kahatay ho,خود کو پسند نہیں ہے تو دوسروں کو شٹ اپ کیوں کہتے ہو
sirf is waja se drama daykhny ko g nahi chahta warna story interesting hai,صرف اس وجہ سے ڈرامہ دیکھنے کو جی نہیں چاہتا ورنہ اسٹوری انٹرسٹنگ ہے
ma os ke sister he hon aj kal ma ny os ke jaga le hoe hai,میں اس کی سسٹر ہی ہوں آج کل میں نے اس کی جگہ لی ہوئی ہے
1st episode kuch khas nahi thi,فرسٹ ایپیسوڈ کچھ خاص نہیں تھی
siwayee ganay k kuch bhi acha nahee tha,سوائے گانے کے کچھ بھی اچھا نہیں تھا
ghatiya log ghatiya soch ghatiya moonh,گھٹیا لوگ گھٹیا سوچ گھٹیا منہ
bulbulay mein sab sa achi acting momo na ki ha or bulbulay bohot acha ja raha ha,بلبلے میں سب سے اچھی ایکٹنگ مومو نے کی ہے اور بلبلے بہت اچھا جا رہا ہے
mujhy aap k tabsary b bohat achy lagty hein,مجھے آپ کے تبصرے بھی بہت اچھے لگتے ہیں
mumkin hai izteraab main bhi kuch suroor ho,ممکن ہے اضطراب میں بھی کچھ سرور ہو
lakin jab table dekhi to sharbat ke ilawa kuch nahi jo k aftar ke end tak full jag se bahra hua tha,لیکن جب ٹیبل دیکھی تو شربت کے علاوہ کچھ نہیں جو کہ افطار کے اینڈ تک فل جگ سے بھرا ہوا تھا
director sahib es dramay say ma nay boht se umeedain legaey hoe h k ye drama boht acha ho ga mere umeedon per pani na pherna,ڈائریکٹر صاحب اس ڈرامے سے میں نے بہت سی امیدیں لگائی ہوئی ہے کہ یہ ڈرامہ بہت اچھا ہو گا میری امیدوں پر پانی نہ پھیرنا
is ka to yehi matlab banta hai wo inetzaar ma thee,اس کا تو یہی مطلب بنتا ہے وہ انتظار میں تھی
yeh na dekho k kon keh raha hai yeh dekho k kya kehraha hai,یہ نہ دیکھو کہ کون کہہ رہا ہے یہ دیکھو کہ کیا کہہ رہا ہے
lakin ma naam badelty rehati hon lakin lerka ban ker ma ny kabhi b kese sy baat nahi ke,لیکن میں نام بدلتی رہتی ہوں لیکن لڑکا بن کر میں نے کبھی بھی کسی سے بات نہیں کی
wo tu wese bhi koi nahee karta na khaas kar jab husband shehr se bahir job karta ho tu,وہ تو ویسے بھی کوئی نہیں کرتا نا خاص کر جب ہسبنڈ شہر سے باہر جاب کرتا ہو تو
allah sub muslamanoo ko deen ki sahi samaj atta farmaqee aur is door mein deen ke roshni keray,اللہ سب مسلمانوں کو دین کی صحیح سمجھ عطا فرمائے اور اس دور میں دین کی روشنی کریں
zulm bardasht kernay wala bhee utna hee zalim hay jitna zulm kernay wala,ظلم برداشت کرنے والا بھی اتنا ہی ظالم ہے جتنا ظلم کرنے والا
mujhey to yeh un k ghar kii hi shooting lag rhi hai,مجھے تو یہ ان کے گھر کی ہی شوٹنگ لگ رہی ہے
apni ghalti ka ehsas ho jata h to uskay baad uski death ho jati h,اپنی غلطی کا احساس ہو جاتا ہے تو اس کے بعد اس کی ڈیتھ ہو جاتی ہے
is ka matlab hai kay wohi sab ko vote down kar raha hai,اس کا مطلب ہے کہ وہی سب کو ووٹ ڈاﺅن کر رہا ہے
sania saeed ki acting zaradast thi aur bohot graceful bhi lag rahi thi,ثانیہ سعید کی ایکٹنگ زبردست تھی اور بہت گریس فل بھی لگ رہی تھی
allah ki rah me marney valey shaheed hotey hn or shaheed mar k bhi zinda rehta ha,اللہ کی راہ میں مرنے والے شہید ہوتے ہیں اور شہد مر کر بھی زندہ رہتا ہے
abhi mujhy bs ek answer yad aa rha hai.Newzeland mein sanp nhi pae jate.,ابھی مجھے بس ایک آنسر یاد آ رہا ہے۔ نیوزی لینڈ میں سانپ نہیں پائے جاتے
Woh kon sa pathar hai jo pani mai nahi doobta? Duniya ke kon c country hai jahan saanp nahi hote?,وہ کون سا پتھر ہے جو پانی میں نہیں ڈوبتا؟ دنیا کی کون سی کنٹری ہے جہاں سانپ نہیں ہوتے؟
yeh to Google say Search karna paray ga filhal to cell say login hain,یہ تو گوگل سے سرچ کرنا پڑے گا فی الحال تو سیل سے لاگ ان ہیں
Chalo koi baat nahi kabhi wo din b ALLAH laye ga jab hum ramzan aur eid dono wahin karein gay jaldi aye,چلو کوئی بات نہیں کبھی وہ دن بھی اللہ لائے گا جب ہم رمضان اور عید دونوں وہیں کریں گے جلدی آئے
adhay sai zaeeda din so ker guzara miss kernay ka time he nehe mila,آدھے سے زیادہ دن سو کر گزارا مس کرنے کا ٹائم ہی نہیں ملا
Har pauda Sukha aur murjhaya huwa tha.,ہر پودا سوکھا اور مرجھایا ہوا تھا
ab iska hal to yehi hai ke dua karain,اب اس کا حال تو یہی ہے کہ دعا کریں
Ek Baat Zehan Main Baar Baar Aati Hai Ke Aaj hum Log Apne Deen Se Itne door Kyon Hote Ja Rahe hain?,ایک بات ذہن میں بار بار آتی ہے کہ آج ہم لوگ اپنے دین سے اتنے دور کیوں ہوتے جا رہے ہیں؟
bohut c batein aesi hoti hain jo hum jan boojh k b nahi kerte ur koi batein aesi hoti hain jo hum dosron per apni ahmiyat ziada kerney k lie bolte hain,بہت سی باتیں ایسی ہوتی ہیں جو ہم جان بوجھ کر بھی نہیں کرتے اور کوئی باتیں ایسی ہوتی ہیں جو ہم دوسروں پر اپنی اہمیت زیادہ کرنے کے لئے بولتے ہیں
hum apni tarf se ye nhi likh rahay. ik tehqeeq hoi hai woh ap ko bata rahay hain,ہم اپنی طرف سے یہ نہیں لکھ رہے۔۔ ایک تحقیق ہوئی ہے وہ آپ کو بتا رہے ہیں
balkeh kuch logoun peh tehqeq ki jati hai our un ko ye maloom nhi hota k jo tehqeq ho rahi hai us k baray mai woh kuch jantay bhi hain ya nhi.,بلکہ کچھ لوگوں پے تحقیق کی جاتی ہے اور ان کو یہ معلوم نہیں ہوتا کہ جو تحقیق ہو رہی ہے اس کے بارے میں وہ کچھ جانتے بھی ہیں یا نہیں
Sadiyon Se Chali Aa rahi Hai,صدیوں سے چلیں آرہی ہے
uht kam ese log hein jo apne naam ko khufya rkh kr ye kaam kr rhe hein,بہت کم ایسے لوگ ہیں جو اپنے نام کو خفیہ رکھ کر یہ کام کررہے ہیں
"agr mere pas boht saari dolat hai mujhe insaan, insaan nhi lagay ga. me khod ko koi our he makhlok samjh bethoun ga",اگر میرے پاس بہت ساری دولت ہے مجھے انسان انسان نہیں لگے گا۔۔ می خود کو کوئی اور ہی مخلوق سمجھ بیٹھوں گا
Phir Bhi Hum Main WOh Log Bhi Hain Jo Doosro Ka Dard Rakhte Hain Jo Insaniyat Ki Khidmat Karna Chahte Hain,پھر بھی ہم میں وہ لوگ بھی ہیں جو دوسروں کا درد رکھتے ہیں جو انسانیت کی خدمت کرنا چاہتے ہیں
"Hum hamesha yehi sochte hain k baqi mulk taraqi kar rahe hain, magar ye sab aik insan se hi shuru hota hai, jaise qatra qatra samnadar banta hai",ہم ہمیشہ یہی سوچتے ہیں کہ باقی ملک ترقی کر رہے ہیں، مگر یہ سب ایک انسان سے ہی شروع ہوتا ہے، جیسے قطرہ قطرہ سمنددر بنتا ہے
"kyun ke dunia mein her insaan kisi na kisi maqsad ke liye banaya gaya hai, insaan samjhy ya na samjhy, qudrat uss se wo maqsad zaroor hasil ker rahi hai",کیونکہ دنیا میں ہر انسان کسی نا کسی مقصد کے لئے بنایا گیا ہے، انسان سمجھے یا نہ سمجھے، قدرت اس سے وہ مقصد ضرور حاصل کر رہی ہے
yar kisi k pass Machar marnay wala spray hay,یار کسی کے پاس مچھر مارنے والا اسپرے ہے
jab tak insaaf ka acha nizaam na ho tu mulk sahi tarha nahi chal sakta.,جب تک انصاف کا اچھا نظام نہ ہو تو ملک صحیح طرح نہیں چل سکتا
Iss waqt to ye teenon masail hi aham hai aur aik se barh kar aik hai.,اس وقت تو یہ تینوں مسائل ہی اہم ہیں اور ایک سے بڑھ کر ایک ہیں
awam main ehsase zimadari hai woh khud apne mulk aur qanoon se mohobat karty hain,عوام میں احساس ذمہ داری ہے وہ خود اپنے ملک اور قانون سے محبت کرتے ہیں
Maafi say baarh kay abb raha kiya hay?,معافی سے بڑھ کے اب رہا کیا ہے؟
masoom aur ap ye baat to jokes korner main honi chahiye thi,معصوم اور آپ یہ بات تو جوک کونر میں ہونی چاہئے تھی
apki mubarak bad humein mil gae hai us kay liye mai teh dil say shukar ghuzar ho,آپ کی مبارک باد ہمیں مل گئی اس کے لئے میں تہہ دل سے شکر گزار ہوں
Waise Yaar Mein Saudi Mein Hoo. Aa To Nahi Sakta Haan Lekin Bahut Bahut Sukriya Hum Sabhi Ko Invite Karne Ke Liye.,ویسے یار میں سعودی میں ہوں۔ آ تو نہیں سکتا ہاں لیکن بہت بہت شکریہ ہم سب ہی کو انوائٹ کرنے کے لئے
yeh kis ko appki purani threads sai muhabbat hoo chali hai?,یہ کس کو آپ کی پرانی تھریڈز سے محبت ہو چلی ہے؟
chalo achi bat hai agar ho sakay to khana bhi kha lijiye ga us din,چلو اچھی بات ہے اگر ہو سکے تو کھانا بھی کھا لیجئے گا اس دن
Aap sab k khyalat jaan kar acha laga. sabhi k dil zakhmee hay,آپ سب کے خیالات جان کر اچھا لگا۔۔۔ سب ہی کے دل زخمی ہیں
aik chote se ghar aur aik qom mein kafe farq hota hai ham donu ko compare nahe ker sakte,ایک چھوٹے سے گھر اور ایک قوم میں کافی فرق ہوتا ہے ہم دونوں کو کمپیئر نہیں کر سکتے
Laykin mai zara deir mai baat karta hoon laykin aik sawal hay k aap zara wazahat karo k Rights ki kya tareef hay ?,لیکن میں ذرا دیر میں بات کرتا ہوں لیکن ایک سوال ہے کہ آپ ذرا وضاحت کرو کہ رائٹس کی کیا تعریف ہے؟
jab bemaar hoon tu yahi reshtay sab se ziyada pershan hotay hain,جب بیمار ہوں تو یہی رشتے سب سے زیادہ پریشان ہوتے ہیں
laykin whi kha na mai nay ky ab jo itnay sawal rakh diya may nay unko kis trha handel kar paw gy ... mai jaanta hoon k tum puri aik qoam ko represent nahi kar sakaty haan aik khas tabqa tumhary saath zaroor ho sakta hy ..puri qoam nahi,لیکن وہی کہا نا میں نے کہ اب جو اتنے سوال رکھ دیا میں نے ان کو کس طرح ہینڈل کر پاﺅ گے۔۔۔ میں جانتا ہوں کہ تم پوری ایک قوم کو رپریزینٹ نہیں کر سکتے ہاں ایک خاص طبقہ تمہارے ساتھ ضرور ہو سکتا ہے۔۔ پوری قوم نہیں
Allah sab main Ittehad Paida karde. Aameen,اللہ سب میں اتحاد پیدا کردے۔ امین
wah wah ya howe na baat dil say bhai. bas sari baat yahi hay k ajj Allah ko yaad ker k apnay amaal ko sahi kerna nahi chahtay hum aur umeed Allah say ya hay k sab koch sahi hojaey,واہ واہ یہ ہوئی نا بات دل سے بھائی۔ بس ساری بات یہی ہے کہ آج اللہ کو یاد کر کہ آپ نے عمال کو صحیح کرنا نہیں چاہتے ہم اور امید اللہ سے ہے یا کہ سب کچھ صحیح ہوجائے گا
Aap ki muskan aur khamoshi sy aik bat yaad agai jo aap nay kahi thi k Lab khamosh hi rahy to acha hy ye kuch na khain to acha hy,آپ کی مسکان اور خاموشی سے ایک بات یاد آگئی جو آپ نے کہی تھی کہ لب خاموش ہی رہے تو اچھا ہے یہ کچھ نہ کہیں تو اچھا ہے
0% bhe pixel nhe phattay but image zoom in main blur ho jata hai,0% بھی پکسل نہیں پھٹے بٹ امیج زوم ان میں بلر ہو جاتا ہے
Aaj tum ghareebon ka mazaq ura rahay ho kal log tumhara mazaq urain gay kyonke shah ko gada aur gada ko shah hotay dair nahi lagt,آج تم غریبوں کا مذاق اڑا رہے ہو کل لوگ تمہارا مذاق اڑائیں گے کیونکہ شاہ کو گدا اور گدا کو شاہ ہوتے دیر نہیں لگتی
